,Age,Gender_ذكر,Home Region,Program Main Category Code,Technology Type,Program Skill Level,Program Presentation Method,Program Days,Completed Degree,Level of Education,Education Speaciality,College_تكنولوجيا الاتصالات والمعلومات,Employment Status,Job Type,Y,Degree_Score_Pct
3888,25.0,0,منطقة عسير,CAUF,مفقود,مفقود,عن بعد,26,لا,البكالوريوس,نظم المعلومات,1,غير موظف,دوام جزئي,1,80.0
3889,29.0,1,منطقة الرياض,PCRF,تقليدية,متوسط,حضوري,12,نعم,البكالوريوس,شبكات الحاسب الآلي,1,غير موظف,دوام كامل,0,60.0
3890,20.0,1,منطقة الرياض,CAUF,مفقود,مبتدئ,حضوري,5,نعم,ثانوي,علوم حاسب,1,طالب,مفقود,0,94.05
3891,20.0,0,منطقة مكة المكرمة,APMR,تقليدية,متوسط,عن بعد,12,نعم,البكالوريوس,هندسة حاسب,1,طالب,مفقود,0,97.2
3892,23.0,0,منطقة الرياض,CAUF,مفقود,مفقود,حضوري,54,نعم,الدبلوم,علوم حاسب,1,طالب,مفقود,0,100.0
3893,27.0,1,منطقة الرياض,GRST,تقليدية,متوسط,حضوري,5,نعم,البكالوريوس,علىم الحاسب الآلي,1,موظف,مفقود,0,70.0
3894,24.0,1,منطقة الرياض,PCRF,مفقود,متقدم,حضوري,5,نعم,البكالوريوس,نظم المعلومات الإدارية,0,موظف,دوام كامل,0,76.8
3895,30.0,1,منطقة الرياض,PCRF,تقليدية,متوسط,حضوري,5,نعم,البكالوريوس,تقنية معلومات,1,موظف,مفقود,0,47.0
3896,26.0,0,منطقة الرياض,PCRF,تقليدية,متوسط,عن بعد,173,لا,البكالوريوس,الامن السيبراني والتحري الرقمي,1,خريج,مفقود,1,83.6
3897,34.0,1,منطقة الرياض,APMR,تقليدية,متوسط,حضوري,5,نعم,الماجستير,إدارة أعمال,1,موظف,مفقود,0,87.5
3898,25.0,0,المنطقة الشرقية,APMR,تقليدية,متوسط,عن بعد,12,نعم,البكالوريوس,علوم حاسب,1,موظف,دوام كامل,0,94.0
3899,25.0,1,منطقة مكة المكرمة,ABIR,ناشئة,مبتدئ,حضوري,12,لا,البكالوريوس,علوم حاسب,1,موظف,مفقود,0,69.25
3900,22.0,0,منطقة الرياض,CAUF,تقليدية,مبتدئ,عن بعد,5,لا,البكالوريوس,علوم حاسب,1,طالب,مفقود,1,88.6
3901,29.0,0,منطقة الرياض,APMR,ناشئة,متقدم,عن بعد,5,نعم,الماجستير,علوم القرارات,1,موظف,مفقود,0,97.6
3902,32.0,0,منطقة الرياض,CAUF,مفقود,مبتدئ,حضوري,5,لا,البكالوريوس,اللغة العربية,1,غير موظف,مفقود,1,70.39999999999999
3903,28.0,1,منطقة جازان,TOSL,مفقود,مبتدئ,حضوري,5,نعم,البكالوريوس,شبكات الحاسب الآلي,1,موظف,دوام كامل,1,100.0
3904,21.0,0,منطقة الرياض,APMR,مفقود,متوسط,عن بعد,5,لا,البكالوريوس,علم البيانات وتحليها,1,طالب,مفقود,1,96.0
3905,29.0,0,منطقة الرياض,PCRF,تقليدية,متقدم,حضوري,5,نعم,البكالوريوس,نظم معلومات,1,موظف,مفقود,0,95.19999999999999
3906,20.0,0,منطقة الرياض,PCRF,تقليدية,متوسط,حضوري,5,نعم,ثانوي,إدارة الأعمال,0,طالب,مفقود,1,0.0
3907,24.0,0,المنطقة الشرقية,APMR,تقليدية,مبتدئ,عن بعد,5,لا,البكالوريوس,هندسة برمجيات,1,طالب,مفقود,0,87.64999999999999
3908,23.0,0,المنطقة الشرقية,CAUF,مفقود,مفقود,حضوري,26,لا,البكالوريوس,علوم حاسب,1,غير موظف,تدريب,0,94.60000000000001
3909,34.0,1,منطقة الرياض,PCRF,تقليدية,متوسط,حضوري,5,نعم,البكالوريوس,تقنية المعلومات,1,موظف,دوام كامل,0,91.4
3910,28.0,1,منطقة الرياض,PCRF,تقليدية,متوسط,حضوري,12,نعم,البكالوريوس,هندسة كهربائي,1,موظف,مفقود,1,67.80000000000001
3911,20.0,0,منطقة الرياض,CAUF,مفقود,مفقود,حضوري,54,نعم,الدبلوم,البرمجة,1,خريج,مفقود,0,83.0
3912,31.0,0,منطقة الرياض,CAUF,مفقود,مبتدئ,حضوري,5,نعم,الماجستير,علوم حاسب,1,عمل حر,مفقود,0,100.0
3913,41.0,1,منطقة الرياض,CAUF,مفقود,مبتدئ,حضوري,5,لا,الماجستير,نظم معلومات,1,موظف,مفقود,0,80.0
3914,22.0,0,منطقة الرياض,CAUF,تقليدية,متوسط,حضوري,61,نعم,البكالوريوس,علوم حاسب,1,خريج,مفقود,0,94.60000000000001
3915,26.0,0,منطقة الرياض,DTFH,ناشئة,مبتدئ,حضوري,5,نعم,البكالوريوس,علوم حاسب,1,غير موظف,مفقود,0,76.0
3916,33.0,1,منطقة الرياض,PCRF,مفقود,مفقود,حضوري,12,لا,البكالوريوس,علوم حاسب,1,غير موظف,مفقود,1,79.4
3917,32.0,0,منطقة الرياض,APMR,داعمة,مبتدئ,حضوري,5,نعم,الماجستير,حاسب، نظم المعلومات,1,موظف,مفقود,0,92.2
3918,34.0,1,منطقة الرياض,CAUF,داعمة,مبتدئ,حضوري,12,نعم,الدكتوراه,علوم حاسب,1,موظف,مفقود,0,100.0
3919,32.0,0,منطقة الرياض,PCRF,مفقود,متوسط,حضوري,12,نعم,البكالوريوس,نظم المعلومات الحاسوبية,1,موظف,دوام كامل,0,60.0
3920,23.0,0,منطقة مكة المكرمة,APMR,ناشئة,متوسط,عن بعد,12,نعم,البكالوريوس,علوم حاسب,1,غير موظف,تدريب,0,100.0
3921,21.0,1,المنطقة الشرقية,CAUF,مفقود,مفقود,حضوري,26,لا,البكالوريوس,نظم المعلومات الحاسوبية,1,موظف - طالب,دوام جزئي,0,77.2
3922,23.0,0,منطقة الرياض,CAUF,مفقود,مفقود,حضوري,4,نعم,البكالوريوس,الجرافيكس والوسائط المتعددة,0,غير موظف,تدريب,0,89.8
3923,20.0,0,منطقة الرياض,CAUF,مفقود,مفقود,عن بعد,80,نعم,البكالوريوس,علوم حاسب,1,طالب,مفقود,0,80.0
3924,23.0,1,منطقة الرياض,APMR,مفقود,متوسط,عن بعد,54,لا,الدبلوم,إدارة الأعمال,0,موظف,مفقود,0,80.0
3925,19.0,1,منطقة الرياض,APMR,تقليدية,مبتدئ,حضوري,19,نعم,البكالوريوس,نظم المعلومات,1,طالب,مفقود,0,86.99999999999999
3926,27.0,1,منطقة الرياض,CAUF,مفقود,متقدم,حضوري,5,لا,البكالوريوس,علوم حاسب,1,موظف,مفقود,0,89.60000000000001
3927,29.0,0,منطقة الرياض,PCRF,مفقود,مفقود,حضوري,5,نعم,البكالوريوس,تقنية المعلومات,1,غير موظف,دوام كامل,0,67.19999999999999
3928,25.0,0,منطقة الرياض,CAUF,تقليدية,مبتدئ,عن بعد,5,نعم,الدبلوم,شبكات الحاسب الآلي,1,موظف,دوام كامل,0,60.0
3929,26.0,0,منطقة عسير,CAUF,تقليدية,متوسط,عن بعد,54,نعم,البكالوريوس,علوم حاسب,1,غير موظف,دوام كامل,0,89.0
3930,25.0,1,منطقة الرياض,APMR,ناشئة,متوسط,حضوري,26,نعم,البكالوريوس,مهندس حاسب,1,غير موظف,مفقود,0,65.8
3931,25.0,1,منطقة الرياض,CAUF,داعمة,مبتدئ,حضوري,47,نعم,الماجستير,علوم حاسب,1,موظف,مفقود,0,80.0
3932,21.0,0,منطقة الرياض,CAUF,مفقود,مفقود,حضوري,54,نعم,الدبلوم,علوم حاسب,1,موظف,مفقود,0,92.2
3933,29.0,0,منطقة المدينة المنورة,PCRF,تقليدية,مبتدئ,عن بعد,5,نعم,البكالوريوس,علوم حاسب,1,غير موظف,مفقود,0,68.60000000000001
3934,29.0,1,منطقة الرياض,PCRF,مفقود,متوسط,حضوري,12,نعم,البكالوريوس,علوم حاسب,1,موظف,دوام كامل,0,80.0
3935,24.0,0,المنطقة الشرقية,ABIR,تقليدية,مبتدئ,عن بعد,5,نعم,البكالوريوس,تقنية المعلومات,1,طالب,مفقود,0,95.39999999999999
3936,23.0,0,منطقة الرياض,APMR,تقليدية,متوسط,حضوري,12,نعم,البكالوريوس,تقنية معلومات,1,خريج,مفقود,0,84.2
3937,25.0,0,منطقة الرياض,CAUF,تقليدية,متوسط,حضوري,54,لا,البكالوريوس,نظم المعلومات الحاسوبية,1,موظف,مفقود,0,79.4
3938,24.0,1,منطقة الرياض,PCRF,مفقود,متقدم,حضوري,19,نعم,البكالوريوس,نظم المعلومات الحاسوبية,1,خريج,مفقود,0,69.0
3939,25.0,0,منطقة الرياض,APMR,ناشئة,مبتدئ,حضوري,12,نعم,البكالوريوس,علوم حاسب,1,خريج,مفقود,0,94.5
3940,38.0,1,منطقة الرياض,APMR,مفقود,متوسط,حضوري,59,نعم,البكالوريوس,نظم المعلومات الحاسوبية,1,موظف,دوام كامل,0,50.0
3941,22.0,0,منطقة عسير,CAUF,مفقود,مبتدئ,عن بعد,5,لا,البكالوريوس,علوم حاسب,1,غير موظف,دوام كامل,0,80.0
3942,24.0,0,منطقة الرياض,CAUF,داعمة,مبتدئ,حضوري,5,نعم,البكالوريوس,تصميم منتجات,1,خريج,مفقود,0,80.80000000000001
3943,24.0,0,منطقة الرياض,CAUF,داعمة,مبتدئ,حضوري,5,لا,البكالوريوس,أحياء,1,خريج,مفقود,1,70.0
3944,41.0,1,منطقة الرياض,GRST,مفقود,متوسط,حضوري,5,نعم,البكالوريوس,إدارة الأعمال,0,موظف,دوام كامل,0,80.0
3945,27.0,0,منطقة الرياض,CAUF,تقليدية,متوسط,حضوري,54,نعم,البكالوريوس,تقنية معلومات,1,خريج,مفقود,0,74.2
3946,33.0,0,منطقة الرياض,CAUF,داعمة,مبتدئ,حضوري,12,نعم,ثانوي,علوم حاسب,1,عمل حر,مفقود,0,95.0
3947,31.0,1,منطقة الرياض,CAUF,داعمة,متوسط,حضوري,5,نعم,البكالوريوس,شبكات الحاسب الآلي,1,غير موظف,دوام كامل,0,77.0
3948,25.0,1,منطقة الرياض,APMR,تقليدية,مبتدئ,حضوري,5,نعم,البكالوريوس,هندسة حاسب,1,خريج,مفقود,0,90.0
3949,23.0,0,منطقة الرياض,PCRF,مفقود,متقدم,حضوري,5,نعم,البكالوريوس,علوم حاسب,1,خريج,مفقود,0,95.60000000000001
3950,30.0,0,منطقة الرياض,CAUF,مفقود,مفقود,حضوري,40,نعم,الماجستير,نظم المعلومات الحاسوبية,1,موظف,دوام كامل,0,98.0
3951,27.0,0,المنطقة الشرقية,APMR,مفقود,مفقود,عن بعد,5,لا,البكالوريوس,علوم حاسب,1,موظف,دوام كامل,0,60.0
3952,24.0,0,منطقة الرياض,PCRF,تقليدية,متوسط,عن بعد,173,لا,البكالوريوس,نظم المعلومات,1,موظف,تدريب,1,71.2
3953,30.0,0,منطقة الرياض,APMR,مفقود,متوسط,حضوري,19,لا,البكالوريوس,نظم معلومات,1,موظف,مفقود,1,95.0
3954,25.0,1,منطقة عسير,INFA,مفقود,مفقود,حضوري,12,لا,البكالوريوس,هندسة شبكات والاتصالات,1,خريج,مفقود,1,62.4
3955,22.0,1,منطقة الرياض,CAUF,مفقود,مبتدئ,حضوري,5,نعم,البكالوريوس,تقنية المعلومات,1,موظف,تدريب,0,86.4
3956,19.0,0,منطقة الرياض,CAUF,ناشئة,متقدم,حضوري,12,لا,ثانوي,علوم حاسب,1,طالب,مفقود,0,0.0
3957,21.0,0,منطقة الرياض,CAUF,تقليدية,مبتدئ,حضوري,5,نعم,ثانوي,كيمياء,1,طالب,مفقود,1,98.75
3958,25.0,0,منطقة الرياض,APMR,مفقود,متوسط,حضوري,44,نعم,البكالوريوس,علوم حاسب,1,موظف,مفقود,0,80.0
3959,35.0,0,منطقة الرياض,APMR,ناشئة,متقدم,عن بعد,5,نعم,الماجستير,رياضيات واحصاء,1,موظف,مفقود,0,95.5
3960,38.0,1,منطقة الرياض,PCRF,مفقود,متقدم,حضوري,19,نعم,الماجستير,نظم المعلومات,1,موظف,مفقود,0,97.5
3961,23.0,0,منطقة الرياض,APMR,مفقود,متوسط,حضوري,59,لا,البكالوريوس,غير متخصص,1,غير موظف,تدريب,0,75.0
3962,26.0,0,منطقة الرياض,APMR,مفقود,متوسط,حضوري,59,نعم,البكالوريوس,علوم حاسب,1,خريج,مفقود,0,84.80000000000001
3963,28.0,0,منطقة الرياض,APMR,مفقود,مفقود,حضوري,26,لا,البكالوريوس,اللغة الانجليزية,0,موظف,دوام كامل,1,60.0
3964,25.0,0,منطقة الرياض,ABIR,مفقود,مفقود,حضوري,12,نعم,البكالوريوس,هندسة البرمجيات,1,موظف,مفقود,0,95.19999999999999
3965,23.0,1,منطقة الرياض,ABIR,ناشئة,مبتدئ,حضوري,12,نعم,البكالوريوس,علوم حاسب,1,موظف,مفقود,0,88.00000000000001
3966,24.0,0,منطقة الرياض,CAUF,تقليدية,متقدم,حضوري,5,لا,البكالوريوس,علوم حاسب,1,موظف,مفقود,0,97.39999999999999
3967,40.0,1,منطقة الرياض,PCRF,مفقود,مفقود,عن بعد,5,نعم,الماجستير,شبكات الحاسب الآلي,1,موظف,دوام كامل,0,67.5
3968,24.0,1,منطقة الرياض,TOSL,مفقود,متوسط,حضوري,54,نعم,البكالوريوس,تقنية المعلومات,1,موظف,دوام كامل,0,80.0
3969,23.0,0,منطقة الرياض,APMR,ناشئة,مبتدئ,حضوري,12,نعم,البكالوريوس,علوم حاسب,1,موظف,دوام كامل,0,97.39999999999999
3970,23.0,0,منطقة الرياض,CAUF,تقليدية,مبتدئ,حضوري,5,نعم,البكالوريوس,نظم المعلومات,1,موظف,دوام كامل,0,80.0
3971,21.0,0,منطقة الرياض,PCRF,تقليدية,مبتدئ,حضوري,12,نعم,البكالوريوس,تقنية المعلومات,1,طالب,مفقود,0,94.19999999999999
3972,25.0,1,منطقة الرياض,PCRF,تقليدية,متقدم,حضوري,4,نعم,البكالوريوس,نظم المعلومات,1,موظف,مفقود,0,92.5
3973,42.0,1,منطقة الرياض,CAUF,مفقود,مبتدئ,حضوري,5,لا,الماجستير,Pmp,1,موظف,مفقود,1,75.0
3974,20.0,1,منطقة الرياض,ABIR,ناشئة,مبتدئ,حضوري,12,نعم,البكالوريوس,علوم حاسب,1,طالب,مفقود,0,84.39999999999999
3975,21.0,0,منطقة الرياض,CAUF,تقليدية,مبتدئ,عن بعد,5,نعم,الدبلوم,تقنية معلومات,1,موظف,مفقود,0,74.2
3976,26.0,1,منطقة مكة المكرمة,PCRF,تقليدية,مبتدئ,عن بعد,19,نعم,البكالوريوس,تقنية المعلومات,1,موظف,دوام كامل,0,80.0
3977,27.0,1,منطقة الرياض,APMR,ناشئة,مبتدئ,حضوري,12,لا,البكالوريوس,تقنية المعلومات,1,موظف,مفقود,0,75.0
3978,26.0,0,منطقة الرياض,CAUF,تقليدية,متقدم,حضوري,5,نعم,الدبلوم,تقنية المعلومات,1,غير موظف,دوام كامل,0,80.0
3979,26.0,0,منطقة الرياض,PCRF,مفقود,مفقود,حضوري,5,نعم,البكالوريوس,نظم معلومات,1,موظف,مفقود,0,88.00000000000001
3980,26.0,0,منطقة الرياض,APMR,مفقود,متوسط,حضوري,54,لا,البكالوريوس,نظم معلومات,1,موظف,مفقود,1,91.19999999999999
3981,25.0,0,منطقة الرياض,PCRF,تقليدية,مبتدئ,حضوري,12,نعم,الدبلوم,تقنية المعلومات,1,غير موظف,دوام كامل,0,83.80000000000001
3982,31.0,0,منطقة الرياض,PCRF,تقليدية,متوسط,حضوري,12,نعم,البكالوريوس,العلوم في الرياضيات,0,غير موظف,دوام جزئي,0,60.0
3983,37.0,1,منطقة الجوف,PCRF,تقليدية,مبتدئ,عن بعد,5,لا,البكالوريوس,نظم المعلومات,1,طالب,مفقود,1,80.0
3984,19.0,1,منطقة الرياض,CAUF,تقليدية,مبتدئ,عن بعد,5,نعم,ثانوي,علوم حاسب,1,خريج,مفقود,0,96.32
3985,33.0,0,منطقة الرياض,GRST,تقليدية,متوسط,حضوري,5,نعم,البكالوريوس,نظم معلومات,1,موظف,مفقود,0,73.4
3986,19.0,0,منطقة الرياض,CAUF,ناشئة,مبتدئ,حضوري,5,لا,ثانوي,علوم حاسب,1,طالب,مفقود,1,98.8
3987,23.0,0,منطقة الرياض,DTFH,ناشئة,مبتدئ,حضوري,5,نعم,البكالوريوس,نظم معلومات,1,موظف,مفقود,0,74.6
3988,42.0,1,منطقة الرياض,INFA,مفقود,مفقود,حضوري,12,لا,الماجستير,هندسة,1,موظف,مفقود,1,60.0
3989,22.0,1,منطقة الرياض,PCRF,مفقود,مفقود,حضوري,19,لا,البكالوريوس,حوسبة تطبيقية مسار الامن السيبراني,1,خريج,مفقود,0,83.2
3990,23.0,1,منطقة عسير,PCRF,مفقود,مفقود,حضوري,19,نعم,البكالوريوس,نظم المعلومات,1,موظف,مفقود,0,80.0
3991,23.0,0,منطقة الرياض,SERU,داعمة,مبتدئ,حضوري,5,نعم,الدبلوم,Database And Programming,1,غير موظف,مفقود,0,87.4
3992,26.0,1,منطقة الرياض,APMR,ناشئة,متوسط,حضوري,26,نعم,الدبلوم,مختبرات كيميائية,1,غير موظف,مفقود,0,93.39999999999999
3993,23.0,0,منطقة الرياض,TOSL,مفقود,مفقود,حضوري,33,لا,البكالوريوس,علوم حاسب,1,موظف,مفقود,1,87.5
3994,27.0,1,منطقة الرياض,CAUF,مفقود,مفقود,حضوري,20,نعم,البكالوريوس,علوم حاسب,1,موظف,دوام كامل,0,75.0
3995,42.0,1,منطقة الرياض,PCRF,مفقود,متقدم,حضوري,5,نعم,البكالوريوس,اكترونيات صناعية وتحكم,1,موظف,مفقود,0,97.8
3996,22.0,0,منطقة الرياض,APMR,مفقود,مفقود,حضوري,292,نعم,البكالوريوس,علوم حاسب,1,غير موظف,تدريب,0,100.0
3997,38.0,0,منطقة الرياض,DTFH,ناشئة,مبتدئ,حضوري,5,نعم,الماجستير,نظم المعلومات,1,موظف,دوام كامل,0,80.0
3998,26.0,0,منطقة مكة المكرمة,CAUF,مفقود,مبتدئ,عن بعد,5,نعم,البكالوريوس,علوم حاسب,1,موظف,دوام كامل,0,75.0
3999,21.0,0,منطقة الرياض,CAUF,داعمة,مبتدئ,حضوري,5,نعم,البكالوريوس,تقنية المعلومات,1,طالب,مفقود,0,90.0
4000,36.0,0,منطقة الرياض,CAUF,تقليدية,متوسط,حضوري,26,نعم,الماجستير,Digital Media,1,موظف,مفقود,0,80.0
4001,26.0,0,المنطقة الشرقية,APMR,تقليدية,متوسط,عن بعد,12,نعم,البكالوريوس,علوم حاسب,1,طالب,دوام كامل,0,91.4
4002,24.0,1,منطقة الرياض,GRST,مفقود,متوسط,حضوري,5,نعم,البكالوريوس,نظم المعلومات,1,موظف,دوام كامل,0,79.60000000000001
4003,39.0,0,المنطقة الشرقية,SERU,تقليدية,متوسط,عن بعد,5,نعم,البكالوريوس,علم الاجتماع,0,غير موظف,دوام كامل,0,60.0
4004,24.0,1,منطقة الرياض,CAUF,مفقود,مبتدئ,حضوري,5,لا,البكالوريوس,خدمة اجتماعية,1,غير موظف,مفقود,1,86.0
4005,39.0,1,منطقة الرياض,PCRF,تقليدية,متوسط,حضوري,12,نعم,البكالوريوس,إدارة الشبكات,1,موظف,دوام كامل,0,92.4
4006,23.0,1,المنطقة الشرقية,CAUF,مفقود,مفقود,عن بعد,19,نعم,البكالوريوس,علوم حاسب,1,غير موظف,دوام جزئي,0,70.75
4007,21.0,0,منطقة الرياض,PCRF,تقليدية,متوسط,حضوري,12,نعم,الدبلوم,Computer Programming,1,خريج,مفقود,0,95.0
4008,23.0,0,منطقة الرياض,PCRF,مفقود,مفقود,عن بعد,5,لا,البكالوريوس,علوم حاسب,1,موظف,مفقود,0,75.0
4009,23.0,0,منطقة الرياض,PCRF,مفقود,مفقود,حضوري,5,لا,البكالوريوس,نظم المعلومات,1,غير موظف,دوام كامل,0,80.0
4010,24.0,0,منطقة الرياض,CAUF,تقليدية,مبتدئ,حضوري,12,نعم,الدبلوم,علوم حاسب,1,موظف,دوام كامل,0,97.2
4011,37.0,0,منطقة الرياض,PCRF,مفقود,متوسط,حضوري,12,نعم,البكالوريوس,تقنية معلومات,1,موظف,مفقود,0,71.39999999999999
4012,27.0,1,منطقة الرياض,INFA,تقليدية,متوسط,حضوري,12,نعم,البكالوريوس,هندسة كهربائية,1,موظف,مفقود,0,90.0
4013,23.0,0,منطقة القصيم,CAUF,مفقود,مفقود,عن بعد,54,نعم,البكالوريوس,تقنية المعلومات,1,موظف,مفقود,0,81.4
4014,25.0,1,منطقة الرياض,CAUF,تقليدية,مبتدئ,حضوري,5,نعم,الدبلوم,علوم حاسب,1,موظف,مفقود,0,80.0
4015,32.0,1,منطقة الرياض,APMR,مفقود,مبتدئ,حضوري,5,نعم,البكالوريوس,نظم معلومات,1,موظف,مفقود,0,47.199999999999996
4016,29.0,0,المنطقة الشرقية,INFA,تقليدية,مبتدئ,عن بعد,5,لا,ثانوي,علوم حاسب,1,غير موظف,مفقود,1,96.0
4017,27.0,1,منطقة الرياض,PCRF,مفقود,مفقود,حضوري,25,نعم,البكالوريوس,حاسب الي و نظم المعلومات,1,موظف,مفقود,0,65.99999999999999
4018,29.0,0,منطقة الرياض,APMR,تقليدية,متوسط,حضوري,12,نعم,الماجستير,غير متخصص,1,غير موظف,دوام كامل,1,80.0
4019,30.0,1,المنطقة الشرقية,CAUF,تقليدية,مبتدئ,عن بعد,3,نعم,البكالوريوس,الكترونيات,1,موظف,مفقود,0,74.6
4020,26.0,0,منطقة الرياض,APMR,مفقود,متوسط,حضوري,19,لا,البكالوريوس,نظم معلومات,1,موظف,مفقود,1,89.2
4021,32.0,0,منطقة الرياض,PCRF,مفقود,متوسط,حضوري,12,لا,البكالوريوس,تقنية معلومات,1,موظف,مفقود,0,75.2
4022,26.0,1,منطقة الرياض,APMR,مفقود,متوسط,حضوري,19,نعم,البكالوريوس,علوم حاسب,1,موظف,مفقود,0,50.0
4023,35.0,1,منطقة الرياض,PCRF,تقليدية,مبتدئ,حضوري,12,نعم,البكالوريوس,هندسة حاسب,1,موظف,مفقود,0,84.5
4024,24.0,0,منطقة عسير,PCRF,تقليدية,متوسط,حضوري,12,نعم,البكالوريوس,علوم حاسب,1,خريج,مفقود,0,93.80000000000001
4025,25.0,1,منطقة مكة المكرمة,CAUF,مفقود,مبتدئ,عن بعد,5,لا,البكالوريوس,علوم حاسب,1,موظف,مفقود,0,50.0
4026,40.0,1,منطقة الرياض,TOSL,مفقود,مبتدئ,حضوري,12,لا,البكالوريوس,شبكات الحاسب الآلي,1,موظف,دوام كامل,1,80.0
4027,25.0,1,منطقة الرياض,PCRF,تقليدية,متوسط,حضوري,5,نعم,البكالوريوس,علوم حاسب,1,موظف,مفقود,0,80.0
4028,23.0,1,منطقة الرياض,PCRF,تقليدية,مبتدئ,حضوري,12,لا,ثانوي,علوم حاسب,1,طالب,دوام كامل,1,0.0
4029,25.0,1,منطقة الرياض,CAUF,داعمة,مبتدئ,حضوري,12,نعم,البكالوريوس,هندسة البرمجيات,1,موظف,مفقود,0,84.39999999999999
4030,36.0,1,منطقة الرياض,SERU,داعمة,مبتدئ,حضوري,5,نعم,البكالوريوس,هندسة برمجيات,1,خريج,مفقود,0,90.0
4031,25.0,0,منطقة مكة المكرمة,APMR,تقليدية,متوسط,عن بعد,5,نعم,البكالوريوس,تقنية معلومات,1,موظف,مفقود,0,83.6
4032,31.0,0,منطقة الرياض,PCRF,داعمة,مبتدئ,حضوري,5,لا,الماجستير,نظم المعلومات الحاسوبية,1,غير موظف,دوام كامل,0,100.0
4033,22.0,1,منطقة الرياض,PCRF,تقليدية,متقدم,حضوري,4,نعم,البكالوريوس,تقنية المعلومات,1,موظف,دوام كامل,0,81.60000000000001
4034,22.0,0,منطقة الرياض,CAUF,تقليدية,متوسط,عن بعد,5,نعم,البكالوريوس,علوم حاسب,1,موظف,دوام كامل,0,100.0
4035,25.0,1,منطقة الرياض,TOSL,تقليدية,متقدم,حضوري,44,نعم,البكالوريوس,علوم حاسب,1,موظف,تدريب,0,93.39999999999999
4036,24.0,0,منطقة حائل,PCRF,مفقود,مفقود,حضوري,19,نعم,البكالوريوس,غير متخصص,1,غير موظف,تدريب,0,75.0
4037,22.0,1,منطقة الرياض,INFA,تقليدية,متوسط,حضوري,12,نعم,البكالوريوس,هندسة البرمجيات,1,موظف,مفقود,0,98.0
4038,24.0,0,المنطقة الشرقية,APMR,مفقود,مفقود,عن بعد,5,نعم,البكالوريوس,نظم المعلومات,1,غير موظف,تدريب,0,100.0
4039,23.0,0,منطقة الرياض,APMR,ناشئة,متوسط,حضوري,26,نعم,البكالوريوس,إقتصاد,1,طالب,مفقود,0,64.0
4040,25.0,1,منطقة الرياض,GRST,مفقود,متوسط,حضوري,5,لا,البكالوريوس,إدارة الشبكات,1,موظف,دوام كامل,1,79.0
4041,23.0,0,منطقة الرياض,CAUF,تقليدية,مبتدئ,حضوري,5,نعم,البكالوريوس,علوم حاسب,1,طالب,مفقود,0,74.0
4042,23.0,0,منطقة عسير,PCRF,مفقود,مبتدئ,عن بعد,12,لا,الماجستير,Information Security,1,طالب,مفقود,0,100.0
4043,32.0,0,منطقة الرياض,CAUF,تقليدية,مبتدئ,حضوري,5,نعم,الماجستير,هندسة البرمجيات,1,موظف,مفقود,0,90.0
4044,29.0,1,المنطقة الشرقية,CAUF,تقليدية,مبتدئ,حضوري,5,لا,البكالوريوس,علوم حاسب,1,طالب,مفقود,0,94.5
4045,39.0,1,منطقة الرياض,CAUF,تقليدية,مبتدئ,حضوري,12,نعم,البكالوريوس,إدارة الشبكات,1,موظف,دوام كامل,0,80.0
4046,26.0,0,منطقة الرياض,TOSL,تقليدية,متقدم,حضوري,33,نعم,البكالوريوس,نظم معلومات,1,موظف,مفقود,0,83.2
4047,28.0,1,منطقة الرياض,INFA,تقليدية,متوسط,حضوري,12,نعم,البكالوريوس,نظم معلومات,1,موظف,مفقود,0,76.25
4048,28.0,0,منطقة الرياض,PCRF,تقليدية,متقدم,حضوري,4,نعم,البكالوريوس,تقنية المعلومات,1,موظف,دوام كامل,0,62.4
4049,25.0,0,منطقة الرياض,CAUF,تقليدية,متوسط,عن بعد,12,نعم,البكالوريوس,رياض اطفال,1,غير موظف,مفقود,0,92.2
4050,21.0,0,منطقة الرياض,CAUF,تقليدية,مبتدئ,عن بعد,3,نعم,البكالوريوس,نظم معلومات,1,طالب,مفقود,0,80.0
4051,23.0,1,منطقة الرياض,APMR,تقليدية,متوسط,حضوري,12,نعم,البكالوريوس,علوم حاسب,1,غير موظف,مفقود,0,73.6
4052,25.0,0,منطقة الرياض,ABIR,مفقود,مفقود,حضوري,12,لا,البكالوريوس,نظم المعلومات,1,خريج,مفقود,1,85.8
4053,23.0,0,منطقة الرياض,APMR,تقليدية,متوسط,حضوري,12,نعم,البكالوريوس,نظم معلومات,1,خريج,مفقود,0,85.0
4054,24.0,0,منطقة الرياض,CAUF,داعمة,متوسط,حضوري,5,نعم,البكالوريوس,علوم حاسب,1,موظف,دوام كامل,0,80.0
4055,37.0,1,منطقة الرياض,TOSL,مفقود,متوسط,حضوري,54,نعم,البكالوريوس,هندسة برمجيات,1,موظف,مفقود,0,80.0
4056,22.0,1,منطقة الرياض,CAUF,مفقود,متوسط,حضوري,12,نعم,البكالوريوس,هندسة البرمجيات,1,موظف,مفقود,0,95.60000000000001
4058,37.0,1,منطقة جازان,APMR,مفقود,متوسط,عن بعد,5,لا,البكالوريوس,الحاسب الآلي,1,موظف,مفقود,1,59.00000000000001
4059,22.0,0,منطقة الرياض,APMR,تقليدية,متوسط,حضوري,12,نعم,البكالوريوس,علوم حاسب,1,طالب,مفقود,0,82.0
